Up_1	2403.2917146745276	0.015566570121866423	7.308832076767677	0.01100722729298765
Up_2	2401.3051589773468	0.015874067199065686	7.444531345780266	0.011224660561470291
Up_3	2398.927552020866	0.01655432151472433	7.588093613765541	0.011705673001003931
Up_4	2396.2105722980773	0.017710170775986304	7.837465946575651	0.012522981851671736
Up_5	2393.056738796135	0.019071190900065288	8.137836044852044	0.013485368410739343
Up_R	2398.5583473533907	0.038022495274161516	7.663351805548237	0.026885964245993065
Down_1	2419.066830809804	0.013456715683338744	6.310754908273536	0.009515334912188192
Down_2	2418.973086316075	0.013487978057540612	6.330662642695246	0.009537440748982324
Down_3	2418.7747018682467	0.013882260826991148	6.354907210312845	0.00981624076896581
Down_4	2418.561112304772	0.014460761388014087	6.393504757276151	0.01022530243858535
Down_5	2418.301335409865	0.01574364778103246	6.530900806051106	0.011132440106580592
Down_R	2418.7354133417525	0.03182297880629361	6.384146064921777	0.02250224411148599
