Up_1	3341.700357194016	0.017058926882609828	8.063081843474894	0.0120624828784589
Up_2	3340.1841781619496	0.017313514265133313	8.181070606707895	0.01224250334304579
Up_3	3338.3690738328414	0.017985765701094066	8.323601726700668	0.012717856892076034
Up_4	3336.290008411019	0.018982451617734444	8.483648184297712	0.013422620262445575
Up_5	3333.8898718086853	0.020138353401646557	8.677270397036114	0.014239966252235456
Up_R	3338.086697881702	0.04098950204136534	8.345734551643456	0.028983954850909262
Down_1	3354.093704000291	0.0153851741063614	7.253648673888626	0.010878960940343827
Down_2	3353.9781033594068	0.015374883784144524	7.262171376195372	0.01087168458372368
Down_3	3353.8312962649834	0.01578803872147482	7.284841270259601	0.011163829241590636
Down_4	3353.6549439409014	0.016374365610974596	7.3091690652836006	0.011578424961147943
Down_5	3353.445880975961	0.017420155081629266	7.343623352734186	0.012317909787541348
Down_R	3353.800785708309	0.0359713004012876	7.2906907476722775	0.025435550441848837
